bug_id,data_abertura,data_fechamento,severidade,status,sistema,sprint,responsavel,tempo_correcao,prioridade,prioridade_num,ambiente,tipo_bug,reincidente
224,2026-02-14,2026-02-16,Alta,Fechado,Mobile App,Sprint 2,João,61,Baixa,1,Homologação,API,Sim
225,2024-05-22,2024-05-25,Alta,Aberto,Mobile App,Sprint 1,Marcos,77,Média,2,Homologação,Frontend,Não
226,2024-09-23,2024-09-23,Média,Aberto,Relatórios,Sprint 12,Carlos,19,Alta,3,Produção,Frontend,Não
227,2026-02-24,2026-02-25,Média,Fechado,Mobile App,Sprint 4,João,41,Média,2,Homologação,API,Sim
228,2024-08-18,2024-08-21,Média,Fechado,Mobile App,Sprint 8,Marcos,91,Baixa,1,Homologação,Backend,Sim
229,2026-02-13,2026-02-15,Alta,Fechado,Mobile App,Sprint 12,Juliana,59,Alta,3,Homologação,API,Não
230,2025-10-17,2025-10-18,Alta,Fechado,Pagamento,Sprint 5,Rafael,25,Baixa,1,Homologação,API,Sim
231,2024-07-14,2024-07-17,Crítica,Fechado,API Clientes,Sprint 6,Marcos,89,Alta,3,Homologação,Backend,Sim
232,2025-01-26,2025-01-29,Crítica,Fechado,Dashboard,Sprint 3,Fernanda,74,Alta,3,Produção,Backend,Sim
233,2024-06-05,2024-06-06,Alta,Fechado,Pagamento,Sprint 4,Rafael,45,Média,2,Homologação,API,Não
234,2024-10-25,2024-10-25,Média,Aberto,Login,Sprint 11,Marcos,18,Baixa,1,Produção,API,Sim
235,2025-04-09,2025-04-09,Crítica,Fechado,Mobile App,Sprint 8,Carlos,7,Baixa,1,Produção,Frontend,Sim
236,2024-07-17,2024-07-19,Crítica,Fechado,Mobile App,Sprint 4,Rafael,53,Alta,3,Homologação,Backend,Não
237,2025-06-06,2025-06-09,Baixa,Aberto,Relatórios,Sprint 12,Juliana,83,Baixa,1,Produção,Frontend,Não
238,2024-09-04,2024-09-08,Baixa,Fechado,API Clientes,Sprint 3,Juliana,113,Baixa,1,Homologação,Frontend,Sim
239,2025-08-24,2025-08-25,Baixa,Fechado,Dashboard,Sprint 8,Juliana,39,Alta,3,Homologação,Frontend,Não
240,2026-04-12,2026-04-13,Baixa,Fechado,Pagamento,Sprint 12,João,35,Baixa,1,Homologação,API,Sim
241,2024-10-28,2024-10-28,Alta,Fechado,Relatórios,Sprint 11,Rafael,2,Alta,3,Produção,Frontend,Não
242,2025-02-06,2025-02-10,Alta,Aberto,API Clientes,Sprint 11,Carlos,106,Média,2,Produção,Frontend,Não
243,2024-05-21,2024-05-22,Baixa,Fechado,API Clientes,Sprint 4,João,42,Baixa,1,Homologação,Backend,Não
244,2025-11-27,2025-11-30,Baixa,Fechado,Mobile App,Sprint 6,Juliana,75,Alta,3,Produção,Frontend,Sim
245,2025-01-18,2025-01-20,Média,Fechado,Mobile App,Sprint 9,Juliana,60,Média,2,Homologação,API,Sim
246,2025-05-07,2025-05-10,Alta,Aberto,Pagamento,Sprint 3,João,82,Média,2,Produção,Backend,Não
247,2025-08-05,2025-08-07,Crítica,Aberto,Pagamento,Sprint 11,Rafael,54,Alta,3,Produção,API,Não
248,2025-12-28,2025-12-30,Alta,Aberto,Relatórios,Sprint 2,Carlos,68,Alta,3,Produção,API,Sim
249,2025-04-05,2025-04-05,Crítica,Aberto,Mobile App,Sprint 4,Juliana,22,Média,2,Homologação,Frontend,Não
250,2024-06-12,2024-06-16,Crítica,Aberto,Relatórios,Sprint 7,João,104,Baixa,1,Produção,API,Não
251,2025-06-13,2025-06-16,Baixa,Fechado,Dashboard,Sprint 1,Juliana,87,Média,2,Produção,API,Sim
252,2025-09-17,2025-09-17,Alta,Aberto,Relatórios,Sprint 1,Carlos,6,Média,2,Homologação,Frontend,Não
253,2024-09-07,2024-09-09,Média,Fechado,Dashboard,Sprint 7,João,53,Baixa,1,Homologação,Backend,Sim
254,2025-12-08,2025-12-11,Média,Fechado,Login,Sprint 3,Marcos,88,Alta,3,Homologação,API,Sim
255,2025-12-11,2025-12-14,Baixa,Aberto,Dashboard,Sprint 8,Juliana,94,Baixa,1,Homologação,API,Não
256,2025-03-29,2025-04-02,Média,Fechado,Dashboard,Sprint 3,Fernanda,106,Baixa,1,Produção,API,Sim
257,2024-08-23,2024-08-23,Crítica,Aberto,Pagamento,Sprint 4,Carlos,5,Alta,3,Produção,API,Sim
258,2024-10-19,2024-10-21,Baixa,Aberto,Mobile App,Sprint 1,João,58,Alta,3,Homologação,Frontend,Sim
259,2024-11-17,2024-11-21,Média,Fechado,Pagamento,Sprint 12,Marcos,97,Baixa,1,Homologação,API,Não
260,2025-07-15,2025-07-16,Média,Aberto,API Clientes,Sprint 5,Fernanda,31,Média,2,Produção,API,Sim
261,2025-12-11,2025-12-14,Crítica,Fechado,Login,Sprint 6,Juliana,81,Alta,3,Homologação,API,Não
262,2024-10-07,2024-10-10,Crítica,Aberto,Dashboard,Sprint 7,Ana,90,Média,2,Homologação,Frontend,Sim
263,2025-05-11,2025-05-12,Média,Fechado,Login,Sprint 9,João,39,Alta,3,Homologação,API,Sim
264,2025-06-09,2025-06-11,Alta,Aberto,Dashboard,Sprint 11,Carlos,50,Baixa,1,Homologação,Backend,Sim
265,2025-10-07,2025-10-09,Média,Aberto,Dashboard,Sprint 7,Juliana,69,Alta,3,Produção,Frontend,Sim
266,2025-01-20,2025-01-24,Média,Fechado,Pagamento,Sprint 6,Fernanda,103,Alta,3,Produção,Frontend,Sim
267,2026-05-01,2026-05-04,Crítica,Aberto,Mobile App,Sprint 10,Juliana,95,Baixa,1,Produção,Backend,Sim
268,2025-07-11,2025-07-13,Alta,Fechado,API Clientes,Sprint 9,Juliana,71,Média,2,Homologação,Backend,Não
269,2025-01-26,2025-01-27,Crítica,Fechado,Login,Sprint 12,João,47,Alta,3,Homologação,Frontend,Não
270,2025-12-11,2025-12-12,Baixa,Aberto,Mobile App,Sprint 3,Carlos,41,Média,2,Homologação,API,Não
271,2025-08-06,2025-08-07,Média,Fechado,Pagamento,Sprint 7,Marcos,38,Baixa,1,Produção,Backend,Não
272,2024-08-10,2024-08-11,Crítica,Fechado,Pagamento,Sprint 12,Rafael,33,Média,2,Homologação,Frontend,Sim
273,2026-04-11,2026-04-14,Crítica,Aberto,Relatórios,Sprint 11,Carlos,93,Alta,3,Produção,Frontend,Sim
274,2025-10-10,2025-10-14,Crítica,Aberto,Mobile App,Sprint 4,Carlos,98,Baixa,1,Produção,Frontend,Sim
275,2024-05-27,2024-05-29,Alta,Aberto,Relatórios,Sprint 11,Juliana,65,Média,2,Homologação,API,Não
276,2025-09-29,2025-09-29,Crítica,Aberto,Login,Sprint 9,Juliana,3,Baixa,1,Homologação,API,Não
277,2026-01-09,2026-01-09,Crítica,Aberto,Login,Sprint 2,Marcos,3,Alta,3,Produção,Frontend,Sim
278,2026-03-27,2026-03-30,Alta,Fechado,Dashboard,Sprint 7,Carlos,80,Alta,3,Homologação,Backend,Não
279,2025-10-16,2025-10-19,Média,Fechado,Mobile App,Sprint 2,Juliana,73,Baixa,1,Produção,Frontend,Não
280,2025-05-26,2025-05-28,Crítica,Aberto,Mobile App,Sprint 1,Juliana,49,Média,2,Produção,Frontend,Não
281,2025-04-11,2025-04-15,Alta,Aberto,Relatórios,Sprint 1,Ana,109,Média,2,Produção,API,Não
282,2024-10-16,2024-10-17,Baixa,Fechado,Relatórios,Sprint 10,Juliana,35,Baixa,1,Produção,Frontend,Não
283,2024-11-22,2024-11-22,Média,Fechado,Login,Sprint 5,Ana,3,Baixa,1,Produção,API,Não
284,2026-02-14,2026-02-17,Alta,Fechado,Mobile App,Sprint 3,Rafael,87,Alta,3,Produção,API,Não
285,2024-09-09,2024-09-09,Crítica,Aberto,Login,Sprint 6,Marcos,7,Baixa,1,Homologação,Backend,Sim
286,2025-09-17,2025-09-20,Crítica,Fechado,Pagamento,Sprint 6,Marcos,82,Média,2,Homologação,Backend,Sim
287,2025-05-27,2025-05-30,Crítica,Aberto,Relatórios,Sprint 5,Rafael,88,Alta,3,Produção,API,Sim
288,2026-02-16,2026-02-16,Média,Fechado,Mobile App,Sprint 11,Ana,11,Média,2,Homologação,Backend,Não
289,2025-10-17,2025-10-17,Baixa,Fechado,API Clientes,Sprint 6,Rafael,14,Baixa,1,Homologação,Frontend,Sim
290,2025-07-19,2025-07-19,Crítica,Fechado,Relatórios,Sprint 9,Marcos,12,Baixa,1,Homologação,Frontend,Sim
291,2025-12-09,2025-12-09,Baixa,Fechado,API Clientes,Sprint 1,Fernanda,12,Média,2,Homologação,Backend,Sim
292,2026-03-20,2026-03-23,Média,Aberto,Mobile App,Sprint 7,Ana,93,Alta,3,Produção,Backend,Não
293,2025-04-30,2025-05-01,Média,Aberto,Pagamento,Sprint 7,Fernanda,35,Média,2,Homologação,Backend,Não
294,2024-08-01,2024-08-05,Alta,Fechado,Pagamento,Sprint 12,Juliana,101,Baixa,1,Homologação,API,Sim
295,2024-10-30,2024-11-01,Média,Fechado,Login,Sprint 7,Fernanda,59,Baixa,1,Homologação,Backend,Não
296,2026-04-18,2026-04-19,Média,Fechado,Dashboard,Sprint 10,Juliana,43,Média,2,Produção,Backend,Não
297,2024-07-31,2024-07-31,Alta,Fechado,Mobile App,Sprint 12,Juliana,23,Média,2,Homologação,API,Sim
298,2025-02-14,2025-02-15,Alta,Fechado,Dashboard,Sprint 2,Marcos,42,Média,2,Produção,API,Sim
299,2024-10-23,2024-10-26,Baixa,Fechado,Mobile App,Sprint 4,João,88,Alta,3,Homologação,API,Sim
300,2025-05-27,2025-05-31,Crítica,Aberto,Mobile App,Sprint 5,Ana,105,Média,2,Homologação,API,Sim
301,2024-06-29,2024-07-02,Crítica,Aberto,API Clientes,Sprint 10,João,92,Média,2,Homologação,API,Não
302,2024-09-07,2024-09-09,Alta,Aberto,Login,Sprint 4,Juliana,70,Baixa,1,Homologação,Frontend,Sim
303,2025-12-23,2025-12-26,Crítica,Fechado,API Clientes,Sprint 2,Carlos,73,Alta,3,Produção,Backend,Sim
304,2025-05-06,2025-05-08,Média,Fechado,Dashboard,Sprint 7,João,66,Alta,3,Produção,Backend,Sim
305,2026-04-02,2026-04-04,Alta,Fechado,Login,Sprint 2,Rafael,62,Baixa,1,Produção,Backend,Não
306,2025-09-19,2025-09-20,Média,Fechado,Dashboard,Sprint 8,Carlos,44,Média,2,Homologação,API,Não
307,2024-07-31,2024-08-01,Alta,Aberto,Mobile App,Sprint 2,Carlos,41,Baixa,1,Homologação,API,Sim
308,2024-07-01,2024-07-04,Média,Aberto,Relatórios,Sprint 3,Fernanda,87,Baixa,1,Homologação,Backend,Sim
309,2025-04-20,2025-04-24,Média,Aberto,Mobile App,Sprint 11,João,103,Média,2,Homologação,Frontend,Sim
310,2025-08-11,2025-08-13,Crítica,Fechado,Login,Sprint 12,Ana,58,Alta,3,Produção,Backend,Sim
311,2025-03-28,2025-03-31,Média,Fechado,Dashboard,Sprint 4,João,74,Baixa,1,Produção,Backend,Não
312,2025-11-07,2025-11-09,Alta,Fechado,Relatórios,Sprint 7,Marcos,68,Alta,3,Produção,Backend,Não
313,2026-04-26,2026-04-30,Média,Fechado,Relatórios,Sprint 10,Carlos,109,Média,2,Produção,Backend,Sim
314,2024-10-15,2024-10-16,Baixa,Aberto,Dashboard,Sprint 12,Ana,31,Média,2,Homologação,Backend,Sim
315,2024-05-24,2024-05-27,Crítica,Aberto,API Clientes,Sprint 11,Marcos,74,Média,2,Produção,API,Sim
316,2025-05-17,2025-05-19,Média,Aberto,Dashboard,Sprint 8,Marcos,63,Média,2,Produção,Backend,Sim
317,2024-09-20,2024-09-22,Média,Fechado,Relatórios,Sprint 9,Juliana,63,Baixa,1,Homologação,Backend,Não
318,2024-08-19,2024-08-21,Crítica,Fechado,Pagamento,Sprint 2,Marcos,54,Alta,3,Produção,Frontend,Não
319,2025-12-16,2025-12-16,Média,Fechado,Pagamento,Sprint 8,Marcos,5,Média,2,Homologação,API,Sim
320,2025-05-26,2025-05-29,Alta,Fechado,Relatórios,Sprint 1,Rafael,74,Baixa,1,Homologação,API,Sim
321,2025-11-08,2025-11-10,Média,Fechado,Login,Sprint 8,Fernanda,55,Baixa,1,Homologação,Frontend,Não
322,2025-06-06,2025-06-10,Média,Aberto,Mobile App,Sprint 10,Juliana,111,Baixa,1,Homologação,API,Não
323,2026-03-23,2026-03-23,Média,Aberto,Pagamento,Sprint 1,Marcos,22,Alta,3,Homologação,API,Não
324,2026-04-09,2026-04-12,Média,Fechado,Mobile App,Sprint 5,Fernanda,77,Alta,3,Homologação,API,Sim
325,2025-03-14,2025-03-14,Baixa,Fechado,Mobile App,Sprint 3,Juliana,18,Média,2,Produção,Frontend,Sim
326,2024-08-12,2024-08-15,Média,Fechado,API Clientes,Sprint 3,Marcos,92,Média,2,Homologação,API,Não
327,2025-01-12,2025-01-14,Baixa,Aberto,API Clientes,Sprint 9,Juliana,49,Média,2,Homologação,API,Não
328,2025-05-04,2025-05-06,Alta,Aberto,Mobile App,Sprint 2,Juliana,59,Média,2,Homologação,API,Não
329,2024-10-21,2024-10-25,Crítica,Aberto,API Clientes,Sprint 4,João,109,Baixa,1,Homologação,Backend,Não
330,2026-03-10,2026-03-11,Média,Fechado,Dashboard,Sprint 11,Rafael,44,Alta,3,Produção,Frontend,Sim
331,2024-06-21,2024-06-24,Baixa,Aberto,Pagamento,Sprint 8,João,81,Média,2,Produção,Backend,Sim
332,2025-12-15,2025-12-18,Alta,Aberto,Dashboard,Sprint 2,Juliana,89,Baixa,1,Homologação,Backend,Sim
333,2024-06-13,2024-06-15,Média,Aberto,API Clientes,Sprint 11,Fernanda,48,Alta,3,Produção,Backend,Sim
334,2025-08-24,2025-08-27,Baixa,Aberto,API Clientes,Sprint 2,Ana,91,Baixa,1,Produção,API,Não
335,2024-06-20,2024-06-20,Alta,Aberto,API Clientes,Sprint 12,Ana,2,Baixa,1,Homologação,Frontend,Sim
336,2024-05-19,2024-05-21,Baixa,Aberto,Dashboard,Sprint 6,Fernanda,50,Baixa,1,Produção,Backend,Sim
337,2025-05-22,2025-05-25,Média,Aberto,Relatórios,Sprint 10,Carlos,83,Alta,3,Produção,Backend,Não
338,2024-08-21,2024-08-24,Média,Fechado,Relatórios,Sprint 11,João,93,Baixa,1,Produção,Frontend,Sim
339,2024-07-06,2024-07-06,Crítica,Fechado,API Clientes,Sprint 6,Rafael,18,Baixa,1,Produção,Frontend,Não
340,2026-03-04,2026-03-07,Média,Fechado,Mobile App,Sprint 1,Rafael,83,Baixa,1,Homologação,Frontend,Sim
341,2025-05-23,2025-05-27,Alta,Aberto,Pagamento,Sprint 8,João,96,Média,2,Produção,Frontend,Não
342,2025-01-29,2025-02-01,Baixa,Aberto,Dashboard,Sprint 6,Ana,82,Alta,3,Homologação,API,Não
343,2026-02-02,2026-02-03,Média,Fechado,Login,Sprint 1,Marcos,47,Alta,3,Produção,Frontend,Não
344,2024-07-14,2024-07-15,Baixa,Fechado,Relatórios,Sprint 5,Juliana,28,Baixa,1,Homologação,Backend,Não
345,2025-08-27,2025-08-27,Média,Fechado,Login,Sprint 5,Carlos,11,Alta,3,Produção,Frontend,Não
346,2024-06-22,2024-06-24,Baixa,Fechado,Mobile App,Sprint 7,Juliana,51,Alta,3,Produção,Frontend,Sim
347,2025-10-16,2025-10-16,Baixa,Fechado,Relatórios,Sprint 10,Carlos,12,Média,2,Homologação,API,Sim
348,2025-11-15,2025-11-15,Média,Aberto,Pagamento,Sprint 8,Fernanda,16,Baixa,1,Homologação,Frontend,Não
349,2026-04-20,2026-04-20,Alta,Aberto,Login,Sprint 6,Rafael,17,Alta,3,Homologação,Backend,Sim
350,2025-04-10,2025-04-11,Baixa,Fechado,API Clientes,Sprint 9,Fernanda,34,Alta,3,Produção,Backend,Sim
351,2026-03-11,2026-03-13,Alta,Aberto,Relatórios,Sprint 11,Juliana,48,Baixa,1,Produção,Frontend,Sim
352,2024-12-20,2024-12-20,Média,Aberto,API Clientes,Sprint 6,João,6,Baixa,1,Produção,Frontend,Sim
353,2024-06-01,2024-06-03,Crítica,Aberto,Dashboard,Sprint 4,João,71,Alta,3,Homologação,Backend,Sim
354,2025-04-25,2025-04-28,Baixa,Aberto,Pagamento,Sprint 4,Rafael,74,Média,2,Produção,Backend,Sim
355,2025-06-14,2025-06-18,Alta,Fechado,Dashboard,Sprint 2,Marcos,113,Média,2,Homologação,Frontend,Não
356,2024-08-19,2024-08-20,Alta,Aberto,API Clientes,Sprint 6,Marcos,26,Média,2,Homologação,Frontend,Sim
357,2025-11-14,2025-11-14,Crítica,Aberto,Pagamento,Sprint 9,Fernanda,20,Baixa,1,Produção,Backend,Sim
358,2025-05-12,2025-05-16,Crítica,Fechado,Login,Sprint 4,Marcos,98,Alta,3,Produção,Backend,Não
359,2026-04-30,2026-04-30,Alta,Aberto,Login,Sprint 4,Rafael,8,Baixa,1,Homologação,API,Não
360,2024-08-15,2024-08-17,Baixa,Aberto,Relatórios,Sprint 3,Juliana,59,Alta,3,Homologação,Frontend,Sim
361,2024-11-20,2024-11-22,Média,Aberto,Dashboard,Sprint 5,Rafael,56,Alta,3,Homologação,Backend,Não
362,2025-02-01,2025-02-02,Alta,Aberto,Login,Sprint 4,Ana,41,Média,2,Produção,Frontend,Sim
363,2024-09-02,2024-09-02,Crítica,Fechado,API Clientes,Sprint 2,Marcos,22,Média,2,Homologação,Frontend,Não
364,2024-10-29,2024-10-30,Alta,Aberto,Login,Sprint 3,Rafael,40,Média,2,Homologação,API,Sim
365,2024-11-19,2024-11-20,Média,Aberto,Mobile App,Sprint 4,Fernanda,28,Média,2,Homologação,API,Sim
366,2025-06-15,2025-06-18,Alta,Aberto,Login,Sprint 7,Rafael,87,Média,2,Homologação,API,Sim
367,2025-10-28,2025-10-28,Baixa,Aberto,Login,Sprint 1,Carlos,13,Média,2,Produção,Frontend,Sim
368,2024-10-22,2024-10-26,Alta,Aberto,Relatórios,Sprint 10,Fernanda,106,Média,2,Produção,Frontend,Sim
369,2025-04-10,2025-04-11,Crítica,Aberto,Login,Sprint 6,Carlos,26,Alta,3,Produção,Backend,Sim
370,2024-08-20,2024-08-20,Crítica,Fechado,API Clientes,Sprint 1,João,22,Alta,3,Homologação,Frontend,Não
371,2026-03-03,2026-03-04,Alta,Fechado,API Clientes,Sprint 3,Carlos,28,Baixa,1,Produção,API,Não
372,2025-05-21,2025-05-23,Crítica,Aberto,Login,Sprint 5,João,64,Média,2,Produção,Backend,Sim
373,2026-01-08,2026-01-11,Média,Aberto,API Clientes,Sprint 12,Fernanda,83,Alta,3,Homologação,API,Não
374,2025-08-30,2025-08-31,Alta,Fechado,Dashboard,Sprint 3,Carlos,45,Alta,3,Homologação,API,Sim
375,2025-03-03,2025-03-03,Baixa,Fechado,Relatórios,Sprint 6,Rafael,4,Média,2,Produção,Frontend,Sim
376,2024-05-16,2024-05-17,Média,Fechado,Relatórios,Sprint 12,Carlos,32,Alta,3,Produção,API,Não
377,2025-10-11,2025-10-12,Média,Aberto,Relatórios,Sprint 6,Rafael,46,Baixa,1,Homologação,API,Sim
378,2025-09-20,2025-09-23,Alta,Aberto,Relatórios,Sprint 4,Rafael,91,Alta,3,Homologação,API,Não
379,2024-08-01,2024-08-01,Baixa,Aberto,Login,Sprint 4,Marcos,23,Média,2,Produção,Frontend,Não
380,2025-06-06,2025-06-06,Média,Aberto,Dashboard,Sprint 12,Ana,1,Média,2,Homologação,Frontend,Sim
381,2025-12-21,2025-12-21,Média,Aberto,Relatórios,Sprint 6,Carlos,19,Alta,3,Homologação,API,Não
382,2026-03-18,2026-03-21,Alta,Fechado,Dashboard,Sprint 3,Ana,76,Baixa,1,Homologação,API,Não
383,2025-08-28,2025-08-31,Média,Fechado,Pagamento,Sprint 11,Marcos,84,Média,2,Produção,Backend,Não
384,2024-08-13,2024-08-16,Alta,Aberto,Pagamento,Sprint 12,Carlos,94,Alta,3,Homologação,API,Sim
385,2026-03-28,2026-03-29,Alta,Aberto,Mobile App,Sprint 10,Carlos,24,Alta,3,Homologação,Frontend,Não
386,2025-01-31,2025-02-04,Média,Fechado,Dashboard,Sprint 3,Juliana,96,Baixa,1,Produção,API,Não
387,2024-06-02,2024-06-04,Alta,Aberto,Pagamento,Sprint 12,Carlos,58,Baixa,1,Homologação,Backend,Sim
388,2025-05-13,2025-05-16,Baixa,Fechado,API Clientes,Sprint 12,João,93,Baixa,1,Produção,Backend,Não
389,2025-05-06,2025-05-10,Alta,Fechado,Login,Sprint 8,Rafael,113,Média,2,Produção,Frontend,Não
390,2025-01-13,2025-01-13,Alta,Aberto,Dashboard,Sprint 5,Carlos,10,Baixa,1,Produção,Backend,Sim
391,2025-09-25,2025-09-29,Média,Aberto,Relatórios,Sprint 2,Fernanda,114,Média,2,Homologação,API,Sim
392,2026-03-17,2026-03-19,Média,Fechado,Pagamento,Sprint 1,Carlos,56,Alta,3,Homologação,Frontend,Sim
393,2024-07-21,2024-07-23,Alta,Fechado,Dashboard,Sprint 4,Carlos,53,Alta,3,Produção,Backend,Não
394,2026-04-19,2026-04-19,Alta,Aberto,API Clientes,Sprint 2,Fernanda,20,Baixa,1,Homologação,Frontend,Sim
395,2024-08-05,2024-08-05,Média,Fechado,Login,Sprint 8,Rafael,4,Baixa,1,Produção,Backend,Não
396,2024-05-30,2024-06-01,Alta,Aberto,Mobile App,Sprint 9,João,61,Média,2,Produção,Backend,Não
397,2024-06-16,2024-06-18,Crítica,Aberto,Dashboard,Sprint 8,João,48,Baixa,1,Homologação,Frontend,Não
398,2025-07-05,2025-07-08,Média,Aberto,Login,Sprint 11,Fernanda,73,Baixa,1,Homologação,API,Sim
399,2025-06-07,2025-06-09,Crítica,Fechado,Relatórios,Sprint 11,Rafael,71,Baixa,1,Homologação,API,Sim
400,2025-11-21,2025-11-23,Baixa,Fechado,Mobile App,Sprint 1,Marcos,61,Média,2,Produção,Frontend,Não
401,2024-07-01,2024-07-01,Média,Aberto,Pagamento,Sprint 1,João,23,Baixa,1,Produção,API,Não
402,2024-07-17,2024-07-18,Média,Fechado,Dashboard,Sprint 12,Rafael,26,Alta,3,Produção,Frontend,Não
403,2024-12-07,2024-12-10,Alta,Fechado,Relatórios,Sprint 8,Rafael,72,Média,2,Produção,API,Não
404,2024-08-03,2024-08-03,Média,Aberto,Relatórios,Sprint 10,Marcos,15,Média,2,Produção,Frontend,Sim
405,2024-07-25,2024-07-29,Alta,Fechado,Dashboard,Sprint 7,Juliana,101,Média,2,Homologação,API,Não
406,2024-06-10,2024-06-10,Alta,Fechado,Pagamento,Sprint 10,Marcos,5,Baixa,1,Homologação,Frontend,Não
407,2024-10-07,2024-10-11,Média,Aberto,Mobile App,Sprint 8,Fernanda,114,Média,2,Homologação,Frontend,Não
408,2025-08-21,2025-08-25,Alta,Fechado,API Clientes,Sprint 12,Juliana,105,Média,2,Produção,Frontend,Sim
409,2026-04-03,2026-04-04,Crítica,Fechado,Dashboard,Sprint 12,João,39,Alta,3,Produção,Frontend,Não
410,2025-11-22,2025-11-23,Crítica,Fechado,Login,Sprint 9,Rafael,28,Média,2,Produção,Frontend,Não
411,2024-06-10,2024-06-13,Crítica,Aberto,Relatórios,Sprint 10,Carlos,91,Alta,3,Produção,Frontend,Sim
412,2024-11-22,2024-11-26,Média,Aberto,API Clientes,Sprint 1,Fernanda,108,Baixa,1,Produção,Backend,Não
413,2026-01-03,2026-01-07,Crítica,Aberto,Mobile App,Sprint 1,Ana,106,Média,2,Homologação,Backend,Não
414,2025-09-24,2025-09-24,Alta,Fechado,Pagamento,Sprint 5,Juliana,23,Média,2,Produção,Backend,Sim
415,2025-11-22,2025-11-24,Média,Aberto,Pagamento,Sprint 11,Ana,50,Baixa,1,Produção,Backend,Não
416,2025-12-03,2025-12-05,Baixa,Fechado,Pagamento,Sprint 11,Ana,66,Baixa,1,Produção,Frontend,Não
417,2025-07-25,2025-07-28,Alta,Fechado,API Clientes,Sprint 6,João,78,Média,2,Homologação,Frontend,Não
418,2025-12-18,2025-12-19,Crítica,Aberto,Login,Sprint 9,Juliana,39,Alta,3,Homologação,API,Não
419,2024-10-13,2024-10-14,Baixa,Fechado,Login,Sprint 6,Fernanda,39,Alta,3,Homologação,Backend,Não
420,2025-12-28,2025-12-31,Alta,Aberto,Pagamento,Sprint 9,Rafael,84,Alta,3,Produção,Frontend,Não
421,2025-01-18,2025-01-21,Média,Aberto,Mobile App,Sprint 8,Fernanda,85,Média,2,Homologação,Backend,Não
422,2024-05-11,2024-05-13,Baixa,Aberto,Dashboard,Sprint 12,Juliana,50,Alta,3,Produção,API,Não
423,2026-02-19,2026-02-23,Alta,Fechado,Pagamento,Sprint 11,Marcos,117,Alta,3,Produção,Backend,Sim
424,2025-03-15,2025-03-17,Alta,Aberto,Mobile App,Sprint 6,Juliana,61,Baixa,1,Produção,Frontend,Não
425,2024-06-29,2024-06-30,Alta,Fechado,Dashboard,Sprint 6,Fernanda,29,Alta,3,Homologação,Backend,Sim
426,2025-03-06,2025-03-08,Baixa,Fechado,Pagamento,Sprint 9,Carlos,61,Baixa,1,Homologação,API,Não
427,2026-02-02,2026-02-04,Média,Aberto,Pagamento,Sprint 6,João,53,Baixa,1,Homologação,Frontend,Não
428,2025-05-06,2025-05-10,Média,Aberto,API Clientes,Sprint 6,Juliana,111,Alta,3,Produção,Backend,Sim
429,2025-01-22,2025-01-22,Alta,Aberto,Pagamento,Sprint 10,Rafael,1,Média,2,Produção,Backend,Sim
430,2025-07-28,2025-07-28,Crítica,Fechado,API Clientes,Sprint 7,João,17,Alta,3,Homologação,Frontend,Sim
431,2024-09-19,2024-09-21,Alta,Aberto,Dashboard,Sprint 9,Ana,69,Baixa,1,Produção,API,Sim
432,2025-04-20,2025-04-23,Média,Aberto,Mobile App,Sprint 6,Fernanda,81,Alta,3,Produção,Frontend,Não
433,2025-03-08,2025-03-10,Alta,Aberto,Login,Sprint 1,Fernanda,65,Alta,3,Homologação,Backend,Não
434,2025-07-23,2025-07-25,Média,Fechado,API Clientes,Sprint 6,Rafael,56,Alta,3,Produção,Frontend,Não
435,2024-07-28,2024-07-28,Média,Aberto,Pagamento,Sprint 12,Carlos,3,Baixa,1,Produção,Frontend,Não
436,2026-02-27,2026-03-02,Baixa,Fechado,Mobile App,Sprint 5,Rafael,92,Alta,3,Produção,API,Sim
437,2025-08-18,2025-08-21,Baixa,Aberto,Mobile App,Sprint 2,João,85,Baixa,1,Homologação,Backend,Sim
438,2025-08-31,2025-09-02,Crítica,Aberto,Pagamento,Sprint 12,Juliana,71,Média,2,Produção,Backend,Não
439,2024-12-18,2024-12-21,Alta,Aberto,API Clientes,Sprint 2,Marcos,85,Baixa,1,Produção,Backend,Sim
440,2026-04-01,2026-04-05,Crítica,Aberto,Relatórios,Sprint 4,Rafael,101,Baixa,1,Homologação,API,Sim
441,2026-01-14,2026-01-15,Crítica,Fechado,Pagamento,Sprint 1,Marcos,46,Alta,3,Homologação,Frontend,Não
